Build Type,ID,NAME,TYPE,"ORIENTATION (D,U,L,R)","NORMALLY (0=closed, 1=open)",inNode is Connected To,Node (OUT -or- IN),outNode is Connected To,Node (OUT -or- IN),Length,Label,TextAncor,"Label Orientation (H,V)","Label Placement (L,R)",Associated With
2-node,30018,BUS_PP_A3,BUS,R,0,PP_CB_3A,OUT,PP_CB_4A,OUT,4,BUS_PP_A3,CC,H,R,PP
2-node,30019,BUS_PP_A4,BUS,R,0,PP_CB_4A,OUT,PP_CB_5A,OUT,4,BUS_PP_A4,CC,H,R,PP
1-node,30020,BUS_PP_A5,BUS,R,0,PP_CB_5A,OUT,NA,NA,6,BUS_PP_A5,CC,H,R,PP
1-node,30021,BUS_PP_10A-11A,BUS,R,0,BUS_PP_A5,OUT,NA,NA,4,BUS_PP_10A-11A,CC,H,R,PP
1-node,30022,PP_CB_10A,12KVB,D,0,BUS_PP_A5,OUT,NA,NA,99,10A,LC,H,R,PP
1-node,30023,PP_CB_11A,12KVB,D,1,BUS_PP_10A-11A,OUT,NA,NA,99,11A,LC,H,R,PP
1-node,30024,LINE_PP_A11A,BUS,D,1,PP_CB_11A,OUT,NA,NA,2,LINE_PP_A11A,LC,H,R,PP
2-node,30025,BUS_PP_B1,BUS,R,0,PP_CB_1B,OUT,PP_CB_2B,OUT,4,BUS_PP_B1,CC,H,R,PP
2-node,30026,BUS_PP_B2,BUS,R,0,PP_CB_2B,OUT,PP_CB_3B,OUT,4,BUS_PP_B2,CC,H,R,PP
2-node,30027,BUS_PP_B3,BUS,R,0,PP_CB_3B,OUT,PP_CB_4B,OUT,4,BUS_PP_B3,CC,H,R,PP
2-node,30028,BUS_PP_B4,BUS,R,0,PP_CB_4B,OUT,PP_CB_5B,OUT,4,BUS_PP_B4,CC,H,R,PP
1-node,30029,BUS_PP_B5,BUS,R,0,PP_CB_5B,OUT,NA,NA,6,BUS_PP_B5,CC,H,R,PP
1-node,30030,BUS_PP_10B-11B,BUS,R,0,BUS_PP_B5,OUT,NA,NA,4,BUS_PP_10B-11B,CC,H,R,PP
1-node,30031,PP_CB_10B,12KVB,U,0,BUS_PP_B5,OUT,NA,NA,99,10B,LC,H,L,PP
1-node,30032,PP_CB_11B,12KVB,U,1,BUS_PP_10B-11B,OUT,NA,NA,99,11B,LC,H,L,PP
2-node,30033,LINE_PP_B11B,BUS,D,1,LINE_PP_A11A,OUT,PP_CB_11B,OUT,2,LINE_PP_B11B,LC,H,L,PP
1-NODE,30034,LINE_PP_10B-1,BUS,L,0,PP_CB_10B,OUT,NA,NA,2,LINE_PP_10B-1,CC,H,R,PP
1-NODE,30035,LINE_PP_10B-2,BUS,D,0,LINE_PP_10B-1,OUT,NA,NA,8,LINE_PP_10B-2,CC,H,R,NONE
1-NODE,30036,LINE_PP_10A-1,BUS,L,0,PP_CB_10A,OUT,NA,NA,4,LINE_PP_10A-1,CC,H,R,PP
1-NODE,30037,LINE_PP_10A-2,BUS,D,0,LINE_PP_10A-1,OUT,NA,NA,12,LINE_PP_10A-2,CC,H,R,NONE
1-NODE,30038,BUS_PP_A9,BUS,L,0,PP_CB_1A,OUT,NA,NA,6,BUS_PP_A9,CC,H,R,PP
1-NODE,30039,BUS_PP_B9,BUS,L,0,PP_CB_1B,OUT,NA,NA,6,BUS_PP_B9,CC,H,R,PP
1-NoDE,30040,PP_CB_9A,12KVB,D,1,BUS_PP_A9,OUT,NA,NA,4,9A,LC,H,R,PP
1-NODE,30041,PP_CB_9B,12KVB,U,0,BUS_PP_B9,OUT,NA,NA,4,9B,LC,H,L,PP
1-NODE,30042,LINE_PP_A9A,BUS,D,1,PP_CB_9A,OUT,NA,NA,2,LINE_PP_A9A,CC,H,R,PP
2-NODE,30043,LINE_PP_B9B,BUS,U,1,PP_CB_9B,OUT,LINE_PP_A9A,OUT,2,LINE_PP_B9B,CC,H,R,PP
1-NODE,30044,BUS_PP_A8,BUS,L,0,BUS_PP_A9,OUT,NA,NA,4,BUS_PP_A8,CC,H,R,PP
1-NODE,30045,BUS_PP_B8,BUS,L,0,BUS_PP_B9,OUT,NA,NA,4,BUS_PP_B8,CC,H,R,PP
1-NoDE,30046,PP_CB_8A,12KVB,D,0,BUS_PP_A8,OUT,NA,NA,4,8A,LC,H,R,PP
1-NODE,30047,PP_CB_8B,12KVB,U,1,BUS_PP_B8,OUT,NA,NA,4,8B,LC,H,L,PP
1-NODE,30048,LINE_PP_A8A,BUS,D,1,PP_CB_8A,OUT,NA,NA,2,LINE_PP_A8A,CC,H,R,PP
2-NODE,30049,LINE_PP_B8B,BUS,U,1,PP_CB_8B,OUT,LINE_PP_A8A,OUT,2,LINE_PP_B8B,CC,H,R,PP
1-NODE,30050,BUS_PP_A7,BUS,L,0,BUS_PP_A8,OUT,NA,NA,4,BUS_PP_A7,CC,H,R,PP
1-NODE,30051,BUS_PP_B7,BUS,L,0,BUS_PP_B8,OUT,NA,NA,4,BUS_PP_B7,CC,H,R,PP
1-NoDE,30052,PP_CB_7A,12KVB,D,1,BUS_PP_A7,OUT,NA,NA,4,7A,LC,H,R,PP
1-NODE,30053,PP_CB_7B,12KVB,U,0,BUS_PP_B7,OUT,NA,NA,4,7B,LC,H,L,PP
1-NODE,30054,LINE_PP_A7A,BUS,D,1,PP_CB_7A,OUT,NA,NA,2,LINE_PP_A7A,CC,H,R,PP
2-NODE,30055,LINE_PP_B7B,BUS,U,1,PP_CB_7B,OUT,LINE_PP_A7A,OUT,2,LINE_PP_B7B,CC,H,R,PP
1-NODE,30056,BUS_PP_A6,BUS,L,0,BUS_PP_A7,OUT,NA,NA,4,BUS_PP_A6,CC,H,R,PP
1-NODE,30057,BUS_PP_B6,BUS,L,0,BUS_PP_B7,OUT,NA,NA,4,BUS_PP_B6,CC,H,R,PP
1-NoDE,30058,PP_CB_6A,12KVB,D,0,BUS_PP_A6,OUT,NA,NA,4,6A,LC,H,R,PP
1-NODE,30059,PP_CB_6B,12KVB,U,1,BUS_PP_B6,OUT,NA,NA,4,6B,LC,H,L,PP
1-NODE,30060,LINE_PP_A6A,BUS,D,1,PP_CB_6A,OUT,NA,NA,2,LINE_PP_A6A,CC,H,R,PP
2-NODE,30061,LINE_PP_B6B,BUS,U,1,PP_CB_6B,OUT,LINE_PP_A6A,OUT,2,LINE_PP_B6B,CC,H,R,PP
1-NODE,30062,LINE_LOAD_BANK-1,BUS,R,0,LINE_PP_A11A,OUT,NA,NA,2,LINE_LOAD_BANK-1,CC,H,R,NONE
1-NODE,30063,LINE_LOAD_BANK-2,BUS,D,0,LINE_LOAD_BANK-1,OUT,NA,NA,10,LINE_LOAD_BANK-2,CC,H,R,NONE
*** Lines from Solo Ace Flight Ctr to Skywalker Power Plant ID=8000 ***
1-Node,8001,LINE_FC3-1,BUS,D,0,FDR_FC3,OUT,NA,NA,5,LINE_FC3-1,CC,H,R,NA
1-NODE,8002,LINE_FC3-2,BUS,R,0,LINE_FC3-1,OUT,NA,NA,50,LINE_FC3-2,CC,H,R,NA
1-NODE,8003,LINE_FC3-3,BUS,D,0,LINE_FC3-2,OUT,NA,NA,22,LINE_FC3-3,CC,H,R,NA
2-NODE,8004,LINE_FC3-4,BUS,R,0,LINE_FC3-3,OUT,LINE_PP_A6A,OUT,3,LINE_FC3-4,CC,H,R,NA
1-Node,8005,LINE_FC8-1,BUS,D,0,FDR_FC8,OUT,NA,NA,3,LINE_FC8-1,CC,H,R,NA
1-NODE,8006,LINE_FC8-2,BUS,R,0,LINE_FC8-1,OUT,NA,NA,24,LINE_FC8-2,CC,H,R,NA
1-NODE,8007,LINE_FC8-3,BUS,D,0,LINE_FC8-2,OUT,NA,NA,24,LINE_FC8-3,CC,H,R,NA
2-NODE,8008,LINE_FC8-4,BUS,R,0,LINE_FC8-3,OUT,LINE_PP_A7A,OUT,2,LINE_FC8-4,CC,H,R,NA
*** Line from Alderan Central to High Council Station ID=9000 ***
1-NODE,9001,LINE_CS2-HC1,BUS,U,0,LINE_CS-2F,OUT,NA,NA,3,LINE_CS2-HC1,CC,H,R,NA
1-NODE,9002,LINE_CS2-HC2,BUS,R,0,LINE_CS2-HC1,OUT,NA,NA,60,LINE_CS2-HC2,CC,H,R,NA
*** High Council Substation ID=11000 ***
1-Node,11001,LINE_HC-5A,BUS,D,0,LINE_CS2-HC2,OUT,NA,NA,5,LINE_HC-5A,CC,H,R,na
1-Node,11002,HC-501,SWITCH,D,0,LINE_HC-5A,OUT,NA,NA,99,HC-501,LC,H,R,HC
1-Node,11003,HC-5,70KVB,D,0,HC-501,OUT,NA,NA,99,HC-5,LC,H,R,HC
1-Node,11004,HC-503,SWITCH,D,0,HC-5,OUT,NA,NA,99,HC-503,LC,H,R,HC
1-Node,11005,LINE_HC-5B,BUS,L,0,LINE_HC-5A,OUT,NA,NA,3,LINE_HC-5B,CC,H,R,HC
1-Node,11006,LINE_HC-5C,BUS,D,0,LINE_HC-5B,OUT,NA,NA,3,LINE_HC-5C,CC,H,R,HC
1-Node,11007,HC-505,SWITCH,D,1,LINE_HC-5C,OUT,NA,NA,99,HC-505,RC,H,L,HC
1-Node,11008,LINE_HC-5D,BUS,D,0,HC-505,OUT,NA,NA,3,LINE_HC-5D,CC,H,R,HC
2-Node,11009,LINE_HC-5E,BUS,R,0,LINE_HC-5D,OUT,HC-503,OUT,3,LINE_HC-5E,CC,H,R,HC
1-Node,11010,LINE_HC-5F,BUS,D,0,HC-503,OUT,NA,NA,2,LINE_HC-5F,CC,H,R,HC
1-Node,11011,HC-203,SWITCH,D,0,LINE_HC-5F,OUT,NA,NA,99,HC-203,RC,H,L,HC
1-Node,11012,HC-2,70KVB,D,0,HC-203,OUT,NA,NA,99,HC-2,RC,H,L,HC
1-Node,11013,HC-201,SWITCH,D,0,HC-2,OUT,NA,NA,99,HC-201,RC,H,L,HC
1-Node,11014,XFMR_HC2,XFMR,D,0,HC-201,OUT,NA,NA,99,Transformer HC2,RC,H,L,HC
1-Node,11015,MAIN_HC2,12KVB,D,0,XFMR_HC2,OUT,NA,NA,99,HC2 Main,RC,H,L,HC
1-Node,11016,LINE_HC-3A,BUS,L,0,LINE_HC-5F,OUT,NA,NA,9,LINE_HC-3A,CC,H,R,HC
1-Node,11017,HC-303,SWITCH,L,0,LINE_HC-3A,OUT,NA,NA,99,HC-303,CB,H,L,HC
1-Node,11018,HC-3,70KVB,L,0,HC-303,OUT,NA,NA,99,HC-3,CB,H,L,HC
1-Node,11019,HC-301,SWITCH,L,0,HC-3,OUT,NA,NA,99,HC-301,CB,H,L,HC
1-Node,11020,LINE_HC-3B,BUS,U,0,LINE_HC-3A,OUT,NA,NA,3,LINE_HC-3B,CC,H,R,HC
1-Node,11021,LINE_HC-3C,BUS,L,0,LINE_HC-3B,OUT,NA,NA,3,LINE_HC-3C,CC,H,R,HC
1-Node,11022,HC-305,SWITCH,L,1,LINE_HC-3C,OUT,NA,NA,99,HC-305,CB,H,L,HC
1-Node,11023,LINE_HC-3D,BUS,L,0,HC-305,OUT,NA,NA,3,LINE_HC-3D,CC,H,R,HC
2-Node,11024,LINE_HC-3E,BUS,D,0,LINE_HC-3D,OUT,HC-301,OUT,3,LINE_HC-3E,CC,H,R,HC
1-Node,11025,LINE_HC-3F,BUS,L,0,HC-301,OUT,NA,NA,9,LINE_HC-3F,CC,H,R,HC
1-Node,11026,LINE_HC-4A,BUS,U,0,LINE_HC-3F,OUT,NA,NA,2,LINE_HC-4A,CC,H,R,HC
1-Node,11027,HC-403,SWITCH,U,0,LINE_HC-4A,OUT,NA,NA,99,HC-403,RC,H,R,HC
1-Node,11028,HC-4,70KVB,U,0,HC-403,OUT,NA,NA,99,HC-4,RC,H,R,HC
1-Node,11029,HC-401,SWITCH,U,0,HC-4,OUT,NA,NA,99,HC-401,RC,H,R,HC
1-Node,11030,LINE_HC-4B,BUS,R,0,LINE_HC-4A,OUT,NA,NA,3,LINE_HC-4B,CC,H,R,HC
1-Node,11031,LINE_HC-4C,BUS,U,0,LINE_HC-4B,OUT,NA,NA,3,LINE_HC-4C,CC,H,R,HC
1-Node,11032,HC-405,SWITCH,U,1,LINE_HC-4C,OUT,NA,NA,99,HC-405,LC,H,L,HC
1-Node,11033,LINE_HC-4D,BUS,U,0,HC-405,OUT,NA,NA,3,LINE_HC-4D,CC,H,R,HC
2-Node,11034,LINE_HC-4E,BUS,R,0,HC-401,OUT,LINE_HC-4D,OUT,3,LINE_HC-4E,CC,H,R,HC
1-Node,11035,LINE_HC-4F,BUS,U,0,HC-401,OUT,NA,NA,2,LINE_HC-4F,CC,H,R,HC
1-Node,11036,HC-103,SWITCH,D,0,LINE_HC-3F,OUT,NA,NA,99,HC-103,LC,H,R,HC
1-Node,11037,HC-1,70KVB,D,0,HC-103,OUT,NA,NA,99,HC-1,LC,H,R,HC
1-Node,11038,HC-101,SWITCH,D,0,HC-1,OUT,NA,NA,99,HC-101,LC,H,R,HC
1-Node,11039,XFMR_HC1,XFMR,D,0,HC-101,OUT,NA,NA,99,Transformer HC1,LC,H,R,HC
1-Node,11040,MAIN_HC1,12KVB,D,0,XFMR_HC1,OUT,NA,NA,99,HC1 Main,LC,H,R,HC
1-Node,11041,BUS_HC1A,BUS,L,0,MAIN_HC1,OUT,NA,NA,3,BUS_HC1A,CC,H,R,HC
1-Node,11042,FDR_HC1,12KVB,D,0,MAIN_HC1,OUT,NA,NA,99,HC1,LC,H,R,HC
1-Node,11043,BUS_HC1B,BUS,R,0,MAIN_HC1,OUT,NA,NA,3,BUS_HC1B,CC,H,R,HC
1-Node,11044,FDR_HC2,12KVB,D,0,BUS_HC1B,OUT,NA,NA,99,HC2,LC,H,R,HC
1-Node,11045,BUS_HC1C,BUS,R,0,BUS_HC1B,OUT,NA,NA,3,BUS_HC1C,CC,H,R,HC
1-Node,11046,FDR_HC3,12KVB,D,0,BUS_HC1C,OUT,NA,NA,99,HC3,LC,H,R,HC
1-Node,11047,BUS_HC1D,BUS,R,0,BUS_HC1C,OUT,NA,NA,1,BUS_HC1D,CC,H,R,HC
1-Node,11048,TIE_HC1-HC3,12KVB,R,0,BUS_HC1D,OUT,NA,NA,99,HC1-HC3 Tie,CB,H,R,HC
1-Node,11049,BUS_HC3A,BUS,R,0,TIE_HC1-HC3,OUT,NA,NA,1,BUS_HC3A,CC,H,R,HC
1-Node,11050,FDR_HC4,12KVB,D,1,BUS_HC3A,OUT,NA,NA,99,HC4,LC,H,R,HC
1-Node,11051,BUS_HC3B,BUS,R,0,BUS_HC3A,OUT,NA,NA,3,BUS_HC3B,CC,H,R,HC
1-Node,11052,FDR_HC5,12KVB,D,0,BUS_HC3B,OUT,NA,NA,99,HC5,LC,H,R,HC
1-Node,11053,BUS_HC3C,BUS,R,0,BUS_HC3B,OUT,NA,NA,1,BUS_HC3B,CC,H,R,HC
1-Node,11054,BUS_HC2A,BUS,R,0,MAIN_HC2,OUT,NA,NA,3,BUS_HC2A,CC,H,R,HC
1-Node,11055,FDR_HC8,12KVB,D,0,MAIN_HC2,OUT,NA,NA,99,HC8,LC,H,R,HC
1-Node,11056,BUS_HC2B,BUS,L,0,MAIN_HC2,OUT,NA,NA,3,BUS_HC2B,CC,H,R,HC
1-Node,11057,FDR_HC7,12KVB,D,0,BUS_HC2B,OUT,NA,NA,99,HC7,LC,H,R,HC
1-Node,11058,BUS_HC2C,BUS,L,0,BUS_HC2B,OUT,NA,NA,3,BUS_HC2C,CC,H,R,HC
1-Node,11059,FDR_HC6,12KVB,D,0,BUS_HC2C,OUT,NA,NA,99,HC6,LC,H,R,HC
1-Node,11060,BUS_HC2D,BUS,L,0,BUS_HC2C,OUT,NA,NA,1,BUS_HC2D,CC,H,R,HC
2-Node,11061,TIE_HC3-HC2,12KVB,R,1,BUS_HC3C,OUT,BUS_HC2D,OUT,99,HC3-HC2 Tie,CB,H,R,HC
1-Node,11062,BUS_HC1E,BUS,D,0,BUS_HC1A,OUT,NA,NA,3,BUS_HC1E,CC,H,R,HC
1-Node,11063,TIE_HC1-HC4,12KVB,D,0,BUS_HC1E,OUT,NA,NA,99,HC1-HC4 Tie,LC,H,R,HC
1-Node,11064,BUS_HC2E,BUS,D,0,BUS_HC2A,OUT,NA,NA,3,BUS_HC2E,CC,H,R,HC
1-Node,11065,TIE_HC4-HC2,12KVB,D,1,BUS_HC2E,OUT,NA,NA,99,HC4-HC2 Tie,RC,H,L,HC
2-Node,11066,BUS_HC4A,BUS,R,0,TIE_HC1-HC4,OUT,TIE_HC4-HC2,OUT,99,BUS_HC4A,CC,H,R,HC
*** Line from Solo Ace Flight Center to High Council Station ID=12000 ***
1-NODE,12001,LINE_FC-HC-1,BUS,R,0,FC-200,OUT,NA,NA,62,LINE_FC-HC-1,CC,H,R,NA
1-NODE,12002,LINE_FC-HC-2,BUS,U,0,LINE_FC-HC-1,OUT,NA,NA,45,LINE_FC-HC-2,CC,H,R,NA
2-NODE,12003,LINE_FC-HC-3,BUS,R,0,LINE_FC-HC-2,OUT,LINE_HC-4F,OUT,5,LINE_FC-HC-3,CC,H,R,NA
*** Circuit HC4 from High Council to Power Plant ID=13000 ***
1-NODE,13001,LINE_HC4-1,BUS,D,0,FDR_HC4,OUT,NA,NA,20,LINE_HC4-1,CC,H,R,NA
1-NODE,13002,LINE_HC4-2,BUS,L,0,LINE_HC4-1,OUT,NA,NA,15,LINE_HC4-2,CC,H,R,NA
1-NODE,13003,SW_166,SWITCH,L,0,LINE_HC4-2,OUT,NA,NA,99,166,CB,H,L,NA
1-NODE,13004,SW_165,SWITCH,L,0,SW_166,OUT,NA,NA,99,165,CB,H,L,NA
1-NODE,13005,LINE_HC4-3,BUS,L,0,SW_165,OUT,NA,NA,26,LINE_HC4-3,CC,H,R,NA
1-NODE,13006,LINE_HC4-4,BUS,D,0,LINE_HC4-3,OUT,NA,NA,58,LINE_HC4-4,CC,H,R,NA
2-NODE,13007,LINE_HC4-5,BUS,R,0,LINE_HC4-4,OUT,LINE_PP_A9A,OUT,2,LINE_HC4-5,CC,H,R,NA
*** Circuit HC4 power drop into Padawan Training Center ID=13000 ***
1-NODE,13008,LINE_HC4-6,BUS,D,0,SW_166,OUT,NA,NA,10,LINE_HC4-6,CC,H,R,NA
*** Circuit from SPP Breaker 8A/B to Padawan Training Center ID=15000 ***
1-NODE,15001,LINE_PP8-1,BUS,L,0,LINE_PP_A8A,OUT,NA,NA,2,LINE_PP8-1,CC,H,R,NA
1-NODE,15002,LINE_PP8-2,BUS,U,0,LINE_PP8-1,OUT,NA,NA,54,LINE_PP8-2,CC,H,R,NA
1-NODE,15003,LINE_PP8-3,BUS,R,0,LINE_PP8-2,OUT,NA,NA,43,LINE_PP8-3,CC,H,R,NA
1-NODE,15004,LINE_PP8-4,BUS,D,0,LINE_PP8-3,OUT,NA,NA,6,LINE_PP8-4,CC,H,R,NA
*** Padawan Combat Skills Training Center Substation ID=16000 ***
1-NODE,16001,MAIN_PC1,12KVB,D,0,LINE_HC4-6,OUT,NA,NA,99,PC1 Main,LC,H,R,PC
1-NODE,16002,MAIN_PC2,12KVB,D,0,LINE_PP8-4,OUT,NA,NA,99,PC2 Main,LC,H,R,PC
1-NODE,16003,BUS_PC1A,BUS,R,0,MAIN_PC1,OUT,NA,NA,3,BUS_PC1A,CC,H,R,PC
1-NODE,16004,BUS_PC1B,BUS,L,0,MAIN_PC1,OUT,NA,NA,6,BUS_PC1B,CC,H,R,PC
1-NODE,16005,BUS_PC1C,BUS,L,0,BUS_PC1B,OUT,NA,NA,6,BUS_PC1C,CC,H,R,PC
1-NODE,16006,BUS_PC2A,BUS,L,0,MAIN_PC2,OUT,NA,NA,3,BUS_PC2A,CC,H,R,PC
1-NODE,16007,BUS_PC2B,BUS,R,0,MAIN_PC2,OUT,NA,NA,6,BUS_PC2B,CC,H,R,PC
1-NODE,16008,BUS_PC2C,BUS,R,0,BUS_PC2B,OUT,NA,NA,6,BUS_PC2C,CC,H,R,PC
2-NODE,16009,TIE_PC1-PC2,12KVB,R,1,BUS_PC1A,OUT,BUS_PC2A,OUT,99,PC1-PC2 Tie,CB,H,R,NA
1-NODE,16010,FDR_PC3,12KVB,D,0,BUS_PC1C,OUT,NA,NA,99,PC3,LC,H,R,PC
1-NODE,16011,FDR_PC5,12KVB,D,0,BUS_PC1B,OUT,NA,NA,99,PC5,LC,H,R,PC
1-NODE,16012,FDR_PC7,12KVB,D,0,MAIN_PC1,OUT,NA,NA,99,PC7,LC,H,R,PC
1-NODE,16013,FDR_PC4,12KVB,D,0,MAIN_PC2,OUT,NA,NA,99,PC4,LC,H,R,PC
1-NODE,16014,FDR_PC6,12KVB,D,0,BUS_PC2B,OUT,NA,NA,99,PC6,LC,H,R,PC
1-NODE,16015,FDR_PC8,12KVB,D,0,BUS_PC2C,OUT,NA,NA,99,PC8,LC,H,R,PC
*** Line from High Council Station to Sky Defense Ministry ID=17000 ***
1-NODE,17001,LINE_HC8-1,BUS,D,0,FDR_HC8,OUT,NA,NA,100,LINE_HC8-1,CC,H,R,NA
1-NODE,17002,LINE_HC8-2,BUS,L,0,LINE_HC8-1,OUT,NA,NA,49,LINE_HC8-2,CC,H,R,NA
1-NODE,17003,SW_377,SWITCH,L,0,LINE_HC8-2,OUT,NA,NA,99,377,CB,H,L,NA
1-NODE,17004,LINE_HC8-3,BUS,L,0,SW_377,OUT,NA,NA,3,LINE_HC8-3,CC,H,R,NA
1-NODE,17005,LINE_HC8-4,BUS,L,0,LINE_HC8-3,OUT,NA,NA,4,LINE_HC8-4,CC,H,R,NA
1-NODE,17006,LINE_HC8-5,BUS,D,0,LINE_HC8-3,OUT,NA,NA,5,LINE_HC8-5,CC,H,R,NA
*** Line from Solo Ace Flight Center to Sky Defense Ministry ID=18000 ***
1-NODE,18001,LINE_FC5-1,BUS,D,0,FDR_FC5,OUT,NA,NA,49,LINE_FC5-1,CC,H,R,NA
1-NODE,18002,LINE_FC5-2,BUS,R,0,LINE_FC5-1,OUT,NA,NA,48,LINE_FC5-2,CC,H,R,NA
1-NODE,18003,SW_375,SWITCH,R,0,LINE_FC5-2,OUT,NA,NA,99,375,CB,H,R,NA
1-NODE,18004,LINE_FC5-3,BUS,R,0,SW_375,OUT,NA,NA,3,LINE_FC5-3,CC,H,R,NA
1-NODE,18005,LINE_FC5-4,BUS,R,0,LINE_FC5-3,OUT,NA,NA,4,LINE_FC5-4,CC,H,R,NA
1-NODE,18006,LINE_FC5-5,BUS,D,0,LINE_FC5-3,OUT,NA,NA,5,LINE_FC5-5,CC,H,R,NA
2-NODE,18007,SW_376,SWITCH,R,1,LINE_FC5-4,OUT,LINE_HC8-4,OUT,99,376,CB,H,R,NA
*** Sky Defense Ministry Substation ID=19000 ***
1-NODE,19001,MAIN_SD1,12KVB,D,0,LINE_FC5-5,OUT,NA,NA,99,Main SD1,LC,H,R,SD
1-NODE,19002,MAIN_SD2,12KVB,D,0,LINE_HC8-5,OUT,NA,NA,99,Main SD2,LC,H,R,SD
1-NODE,19003,BUS_SD1A,BUS,R,0,MAIN_SD1,OUT,NA,NA,4,BUS_SD1A,CC,H,R,SD
1-NODE,19004,BUS_SD2A,BUS,L,0,MAIN_SD2,OUT,NA,NA,3,BUS_SD2A,CC,H,R,SD
2-NODE,19005,TIE_SD1-SD2,12KVB,R,1,BUS_SD1A,OUT,BUS_SD2A,OUT,99,Tie SD1-SD2,CB,H,R,SD
1-NODE,19006,BUS_SD1B,BUS,L,0,MAIN_SD1,OUT,NA,NA,4,BUS_SD1B,CC,H,R,SD
1-NODE,19007,BUS_SD2B,BUS,R,0,MAIN_SD2,OUT,NA,NA,4,BUS_SD2B,CC,H,R,SD
1-NODE,19008,FDR_SD3,12KVB,D,0,BUS_SD1B,OUT,NA,NA,99,SD3,LC,H,R,SD
1-NODE,19009,FDR_SD5,12KVB,D,0,MAIN_SD1,OUT,NA,NA,99,SD5,LC,H,R,SD
1-NODE,19010,FDR_SD7,12KVB,D,0,BUS_SD1A,OUT,NA,NA,99,SD7,LC,H,R,SD
1-NODE,19011,FDR_SD4,12KVB,D,0,BUS_SD2A,OUT,NA,NA,99,SD4,LC,H,R,SD
1-NODE,19012,FDR_SD6,12KVB,D,0,MAIN_SD2,OUT,NA,NA,99,SD6,LC,H,R,SD
1-NODE,19013,FDR_SD8,12KVB,D,0,BUS_SD2B,OUT,NA,NA,99,SD8,LC,H,R,SD
*** Associations ***
ASSOC,101,CS,Alderan Central Switchyard,L,(Energy Field Road),M,ACS,3,3,3,3,50,10
ASSOC,102,EVSPF,Ewok Village,L,Solar Proton Flux Generator,M,EVSPF,3,3,0,0,50,-20
ASSOC,103,WL,Wookie Lake,L,Infrastructure Complex,M,WLIC,5,5,5,5,20,5
ASSOC,105,DD,Droid Depot,L,(Depot Station Drive),M,DD,2,2,2,2,20,50
ASSOC,106,FC,Solo Ace,L,Flight Center,L,FC,2,2,2,2,50,10
ASSOC,107,PP,Skywalker Power Plant,L,(Nitrogen Blvd),M,SPP,2,4,5,2,50,10
ASSOC,108,HC,High Council Station,L,(Forum Avenue),M,HC,2,2,5,2,50,25
ASSOC,109,PC,Padawan Combat Skills,L,Training Center,L,PCST,6,2,2,2,20,10
ASSOC,110,SD,Sky Defense Ministry,L,(Shield Road),M,SD,12,2,2,2,25,10
*** Tandem Interlocked Breakers at Skywalker Power Plant ***
TANDEM,PP_CB_1A,PP_CB_1B
TANDEM,PP_CB_2A,PP_CB_2B
TANDEM,PP_CB_3A,PP_CB_3B
TANDEM,PP_CB_4A,PP_CB_4B
TANDEM,PP_CB_5A,PP_CB_5B
TANDEM,PP_CB_6A,PP_CB_6B
TANDEM,PP_CB_7A,PP_CB_7B
TANDEM,PP_CB_8A,PP_CB_8B
TANDEM,PP_CB_9A,PP_CB_9B
TANDEM,PP_CB_11A,PP_CB_11B
